104.068698	30.660077
104.085083	30.672254
104.062661	30.674241
104.066398	30.695112
104.004307	30.672005
104.031903	30.69387
104.039377	30.661568
104.113541	30.68418
104.090832	30.673247
104.063811	30.654609
104.058924	30.666041
104.047138	30.61757
104.066973	30.649887
104.086233	30.661319
104.077034	30.686416
104.045126	30.703558
104.064386	30.681199
104.134813	30.641436
104.081921	30.644916
104.090832	30.673744
104.107505	30.604392
104.021842	30.646656
104.090832	30.684429
104.077322	30.670017
104.054325	30.638453
104.056625	30.676229
104.059212	30.674738
104.049726	30.645662
104.046564	30.683683
104.147461	30.705545
104.101181	30.740067
104.032478	30.691634
104.026729	30.650384
